PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerGroup,CabinDeck,CabinNum,CabinSide,LastName
1874,1.0,0.0,0.0,28.0,0.0,5.0,1094.0,13.0,0.0,154.0,8185.0,1,1329,2.0,1552.0,1.0,1556.0
1875,0.0,0.0,2.0,33.0,0.0,549.0,182.0,459.0,59.0,40.0,310.0,0,1330,5.0,1149.0,0.0,1551.0
1876,0.0,0.0,2.0,19.0,,3.0,6.0,20.0,60.0,591.0,8067.0,0,1331,6.0,1069.0,0.0,1428.0
1877,0.0,0.0,2.0,24.0,0.0,,649.0,0.0,0.0,5.0,2831.0,0,1332,5.0,1138.0,1.0,1356.0
1878,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,0,1332,6.0,1062.0,1.0,1356.0
1879,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4362.0,0,1332,6.0,1062.0,1.0,1356.0
1880,1.0,0.0,0.0,30.0,0.0,0.0,1358.0,0.0,5.0,1.0,882.0,1,1333,0.0,987.0,1.0,865.0
1881,1.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0,1334,1.0,1364.0,0.0,471.0
1882,1.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,1,1334,1.0,1364.0,0.0,471.0
1883,1.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,3398.0,1,1334,1.0,1364.0,0.0,471.0
1884,0.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,,1456.0,1,1335,6.0,1070.0,0.0,887.0
1885,0.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,,7796.0,0,1336,6.0,1063.0,1.0,134.0
1886,1.0,0.0,0.0,30.0,1.0,884.0,654.0,0.0,1159.0,1211.0,5635.0,0,1337,1.0,1376.0,0.0,35.0
1887,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,653.0,2763.0,0,1338,5.0,1151.0,0.0,2138.0
1888,0.0,0.0,2.0,19.0,0.0,829.0,18.0,0.0,0.0,555.0,2997.0,1,1339,5.0,1139.0,1.0,971.0
1889,1.0,0.0,0.0,22.0,0.0,0.0,1335.0,0.0,771.0,2.0,2325.0,1,1340,1.0,1630.0,1.0,1454.0
1890,1.0,,0.0,20.0,0.0,0.0,153.0,0.0,145.0,1254.0,6060.0,0,1340,1.0,1630.0,1.0,1454.0
1891,0.0,0.0,1.0,36.0,0.0,0.0,620.0,0.0,86.0,0.0,3485.0,0,1341,5.0,1143.0,1.0,1018.0
1892,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695.0,1,1342,6.0,1068.0,1.0,1140.0
1893,0.0,0.0,0.0,17.0,0.0,44.0,889.0,10.0,51.0,0.0,3983.0,1,1342,4.0,550.0,1.0,1140.0
1894,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,5370.0,1,1343,6.0,1069.0,1.0,2130.0
1895,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3109.0,1,1343,6.0,1069.0,1.0,2130.0
1896,0.0,0.0,2.0,20.0,0.0,0.0,4.0,374.0,0.0,260.0,3756.0,0,1343,6.0,1069.0,1.0,25.0
1897,0.0,0.0,0.0,19.0,0.0,30.0,1.0,782.0,0.0,6.0,4056.0,1,1344,5.0,1152.0,0.0,1428.0
1898,0.0,0.0,1.0,24.0,0.0,541.0,0.0,0.0,0.0,9.0,5116.0,0,1345,5.0,1144.0,1.0,1573.0
1899,0.0,0.0,0.0,43.0,0.0,0.0,6.0,606.0,1.0,0.0,5182.0,0,1346,5.0,1155.0,0.0,326.0
1900,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6353.0,1,1347,5.0,1157.0,0.0,1830.0
1901,0.0,0.0,2.0,42.0,0.0,345.0,73.0,38.0,633.0,0.0,647.0,0,1348,5.0,1146.0,1.0,1503.0
1902,0.0,0.0,2.0,21.0,0.0,6.0,128.0,426.0,0.0,2.0,6442.0,0,1349,5.0,1159.0,0.0,1067.0
1903,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.0,1,1350,1.0,1652.0,1.0,1952.0
1904,1.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,1,1350,1.0,1652.0,1.0,1952.0
1905,0.0,1.0,2.0,64.0,0.0,,0.0,0.0,0.0,0.0,6154.0,1,1351,6.0,1073.0,0.0,2148.0
1906,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,644.0,19.0,6711.0,0,1352,5.0,1147.0,1.0,730.0
1907,2.0,1.0,2.0,24.0,0.0,,0.0,0.0,0.0,0.0,3421.0,1,1353,5.0,1148.0,1.0,2016.0
1908,0.0,0.0,2.0,27.0,,0.0,0.0,525.0,1.0,23.0,1340.0,1,1354,5.0,1149.0,1.0,467.0
1909,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,,3237.0,1,1355,6.0,1070.0,1.0,2173.0
1910,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5131.0,0,1356,6.0,1074.0,0.0,168.0
1911,0.0,0.0,2.0,20.0,0.0,2.0,0.0,576.0,0.0,22.0,,1,1357,4.0,286.0,0.0,
1912,2.0,0.0,2.0,31.0,0.0,158.0,787.0,4.0,0.0,1.0,4246.0,1,1358,4.0,561.0,1.0,103.0
1913,1.0,0.0,0.0,26.0,0.0,261.0,566.0,13.0,0.0,1187.0,7420.0,0,1359,2.0,1463.0,0.0,2133.0
1914,1.0,0.0,0.0,39.0,0.0,0.0,,0.0,904.0,780.0,124.0,0,1360,2.0,1474.0,0.0,1951.0
1915,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1037.0,0,1361,6.0,1077.0,0.0,2203.0
1916,,0.0,1.0,32.0,0.0,0.0,58.0,0.0,0.0,537.0,6831.0,1,1361,6.0,1077.0,0.0,2203.0
1917,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1361,6.0,1077.0,0.0,
1918,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4934.0,1,1361,6.0,1077.0,0.0,2203.0
1919,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3725.0,1,1361,6.0,1077.0,0.0,2203.0
1920,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4185.0,0,1361,6.0,1077.0,0.0,333.0
1921,0.0,1.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,5383.0,0,1362,6.0,1078.0,0.0,915.0
1922,0.0,0.0,2.0,14.0,0.0,16.0,0.0,0.0,581.0,146.0,1824.0,0,1362,5.0,1162.0,0.0,915.0
1923,0.0,0.0,2.0,68.0,0.0,0.0,260.0,0.0,950.0,13.0,2602.0,0,1362,5.0,1162.0,0.0,915.0
1924,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.0,1,1362,6.0,1078.0,0.0,915.0
1925,0.0,0.0,2.0,55.0,0.0,2.0,0.0,0.0,0.0,706.0,2709.0,1,1363,6.0,1080.0,0.0,1352.0
1926,,0.0,0.0,22.0,0.0,945.0,0.0,0.0,0.0,366.0,612.0,0,1364,6.0,1073.0,1.0,97.0
1927,1.0,0.0,2.0,34.0,0.0,0.0,1330.0,0.0,56.0,291.0,2434.0,1,1365,3.0,1430.0,0.0,1806.0
1928,2.0,,2.0,17.0,0.0,479.0,0.0,623.0,0.0,0.0,,0,1366,5.0,1151.0,1.0,
1929,0.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5658.0,0,1367,6.0,1074.0,1.0,1189.0
1930,0.0,0.0,2.0,13.0,0.0,12.0,0.0,0.0,0.0,987.0,4833.0,0,1368,5.0,1166.0,0.0,1090.0
1931,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,1,1369,6.0,1075.0,1.0,371.0
1932,1.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1,1370,2.0,1486.0,0.0,1912.0
1933,1.0,0.0,2.0,27.0,1.0,0.0,0.0,71.0,546.0,1077.0,780.0,0,1370,2.0,1486.0,0.0,1912.0
1934,0.0,0.0,2.0,17.0,0.0,,1.0,446.0,302.0,0.0,6874.0,1,1371,4.0,297.0,0.0,855.0
1935,1.0,0.0,0.0,45.0,0.0,0.0,1203.0,0.0,1151.0,160.0,8419.0,0,1372,2.0,1574.0,1.0,1973.0
1936,1.0,0.0,0.0,28.0,0.0,163.0,1053.0,70.0,264.0,543.0,214.0,1,1372,2.0,1574.0,1.0,1973.0
1937,0.0,0.0,2.0,23.0,0.0,172.0,0.0,7.0,0.0,386.0,4809.0,0,1373,5.0,1156.0,1.0,1719.0
1938,1.0,0.0,2.0,24.0,0.0,902.0,1173.0,0.0,1231.0,598.0,6796.0,0,1374,3.0,1474.0,1.0,15.0
1939,1.0,0.0,2.0,23.0,0.0,9.0,1255.0,0.0,0.0,16.0,5512.0,1,1374,3.0,1474.0,1.0,15.0
1940,0.0,0.0,0.0,29.0,0.0,252.0,0.0,0.0,25.0,306.0,4197.0,0,1375,5.0,1157.0,1.0,2214.0
1941,0.0,0.0,2.0,46.0,0.0,369.0,0.0,309.0,52.0,61.0,3837.0,0,1376,6.0,1081.0,0.0,1101.0
1942,0.0,0.0,1.0,17.0,0.0,8.0,682.0,0.0,0.0,0.0,1371.0,1,1377,5.0,1167.0,0.0,1353.0
1943,0.0,0.0,2.0,20.0,0.0,0.0,0.0,4.0,35.0,624.0,1521.0,0,1378,6.0,1082.0,0.0,1142.0
1944,0.0,0.0,2.0,24.0,0.0,119.0,20.0,0.0,68.0,431.0,8213.0,0,1379,5.0,1162.0,1.0,851.0
1945,1.0,0.0,2.0,40.0,0.0,19.0,10.0,1.0,1219.0,1227.0,815.0,0,1380,0.0,647.0,0.0,202.0
1946,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,1,1380,0.0,647.0,0.0,202.0
1947,1.0,0.0,2.0,38.0,0.0,0.0,460.0,1053.0,1262.0,99.0,252.0,0,1381,2.0,1508.0,0.0,2061.0
1948,1.0,0.0,2.0,65.0,0.0,51.0,1284.0,0.0,20.0,349.0,5299.0,1,1382,0.0,998.0,1.0,2136.0
1949,1.0,0.0,2.0,19.0,0.0,0.0,835.0,0.0,149.0,472.0,192.0,1,1382,0.0,998.0,1.0,2136.0
1950,0.0,0.0,2.0,54.0,0.0,0.0,0.0,701.0,0.0,1.0,6069.0,1,1383,5.0,1163.0,1.0,261.0
1951,0.0,0.0,0.0,38.0,0.0,0.0,549.0,0.0,0.0,0.0,2825.0,0,1384,5.0,1164.0,1.0,2147.0
1952,0.0,0.0,2.0,40.0,0.0,51.0,0.0,1.0,332.0,432.0,4868.0,1,1384,6.0,1078.0,1.0,2147.0
1953,0.0,0.0,1.0,21.0,0.0,,2.0,131.0,0.0,466.0,7164.0,0,1385,5.0,1168.0,0.0,1939.0
1954,0.0,0.0,2.0,22.0,0.0,8.0,0.0,660.0,0.0,12.0,2261.0,1,1386,5.0,1169.0,0.0,2141.0
1955,0.0,0.0,2.0,33.0,0.0,312.0,,0.0,233.0,0.0,728.0,0,1387,5.0,1170.0,0.0,2203.0
1956,2.0,0.0,2.0,18.0,0.0,29.0,0.0,1027.0,0.0,1.0,5755.0,1,1388,3.0,1486.0,1.0,183.0
1957,2.0,0.0,2.0,43.0,0.0,451.0,0.0,41.0,579.0,0.0,8360.0,0,1388,4.0,581.0,1.0,1956.0
1958,2.0,0.0,2.0,13.0,,1259.0,0.0,925.0,821.0,0.0,2000.0,0,1388,,,,1956.0
1959,2.0,0.0,2.0,26.0,0.0,1026.0,0.0,0.0,0.0,0.0,,0,1388,5.0,1166.0,1.0,
1960,2.0,0.0,2.0,22.0,0.0,1123.0,0.0,22.0,242.0,0.0,4529.0,0,1388,3.0,1486.0,1.0,1956.0
1961,2.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5038.0,1,1389,5.0,1171.0,0.0,281.0
1962,0.0,0.0,1.0,25.0,0.0,0.0,11.0,0.0,13.0,852.0,5232.0,0,1390,5.0,1167.0,1.0,810.0
1963,2.0,0.0,2.0,29.0,0.0,207.0,10.0,503.0,490.0,0.0,5578.0,0,1391,5.0,1168.0,1.0,1143.0
1964,2.0,0.0,2.0,49.0,0.0,992.0,0.0,67.0,,0.0,8166.0,0,1391,5.0,1168.0,1.0,1139.0
1965,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7617.0,1,1392,1.0,1663.0,1.0,1737.0
1966,2.0,0.0,,45.0,0.0,10.0,749.0,898.0,0.0,0.0,2034.0,1,1393,3.0,1497.0,1.0,215.0
1967,0.0,0.0,1.0,45.0,0.0,0.0,0.0,608.0,3.0,5.0,3217.0,1,1394,5.0,1169.0,1.0,248.0
1968,1.0,0.0,2.0,30.0,0.0,63.0,1446.0,233.0,1071.0,1183.0,3327.0,0,1395,2.0,1585.0,1.0,1799.0
1969,0.0,0.0,2.0,29.0,0.0,628.0,0.0,4.0,0.0,23.0,7161.0,0,1396,5.0,1170.0,1.0,211.0
1970,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,0,1396,,,,211.0
1971,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0,1397,6.0,1082.0,1.0,1214.0
1972,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1227.0,1.0,1107.0,0,1398,6.0,1083.0,1.0,319.0
1973,0.0,0.0,2.0,33.0,0.0,224.0,2.0,1.0,532.0,0.0,7412.0,0,1399,6.0,1085.0,0.0,943.0
1974,0.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.0,0,1400,6.0,1086.0,0.0,1103.0
1975,2.0,0.0,2.0,24.0,0.0,493.0,463.0,884.0,0.0,1.0,988.0,0,1401,5.0,1173.0,0.0,183.0
1976,2.0,0.0,2.0,29.0,0.0,684.0,274.0,18.0,867.0,0.0,4824.0,0,1402,5.0,1174.0,0.0,1530.0
1977,1.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,3422.0,1,1403,1.0,1674.0,1.0,740.0
1978,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.0,1,1404,3.0,1508.0,1.0,1438.0
1979,0.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.0,0,1405,6.0,1086.0,1.0,2118.0
1980,1.0,0.0,2.0,31.0,0.0,0.0,1434.0,0.0,1313.0,248.0,893.0,0,1406,,,,1731.0
1981,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4672.0,0,1407,6.0,1088.0,0.0,1219.0
1982,2.0,0.0,2.0,49.0,0.0,0.0,0.0,783.0,0.0,0.0,6357.0,1,1408,3.0,1519.0,1.0,178.0
1983,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7729.0,0,1409,6.0,1089.0,0.0,1534.0
1984,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.0,0,1410,6.0,1090.0,0.0,1097.0
1985,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,1,1410,6.0,1090.0,0.0,1097.0
1986,0.0,0.0,0.0,21.0,0.0,623.0,0.0,0.0,40.0,0.0,4028.0,0,1411,6.0,1089.0,1.0,1205.0
1987,0.0,0.0,2.0,18.0,0.0,0.0,1.0,0.0,80.0,665.0,7285.0,0,1412,6.0,1091.0,0.0,1468.0
1988,0.0,0.0,2.0,,0.0,580.0,0.0,0.0,0.0,0.0,5879.0,0,1413,5.0,1171.0,1.0,1707.0
1989,0.0,0.0,2.0,19.0,0.0,584.0,62.0,7.0,0.0,0.0,2396.0,1,1414,5.0,1175.0,0.0,90.0
1990,0.0,0.0,2.0,22.0,0.0,511.0,0.0,0.0,0.0,179.0,768.0,0,1415,6.0,1092.0,0.0,1775.0
1991,0.0,0.0,2.0,17.0,0.0,593.0,0.0,2.0,20.0,0.0,6607.0,0,1416,5.0,1177.0,0.0,326.0
1992,0.0,0.0,1.0,13.0,0.0,0.0,2.0,410.0,10.0,170.0,5343.0,0,1417,5.0,1178.0,0.0,1447.0
1993,0.0,0.0,2.0,26.0,0.0,0.0,,0.0,91.0,702.0,7599.0,0,1418,4.0,308.0,0.0,1245.0
1994,2.0,0.0,2.0,,0.0,793.0,0.0,43.0,85.0,0.0,1414.0,0,1419,3.0,1530.0,1.0,398.0
1995,2.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2645.0,1,1419,5.0,1172.0,1.0,398.0
1996,2.0,0.0,2.0,20.0,0.0,832.0,0.0,0.0,0.0,3.0,5527.0,0,1420,5.0,1179.0,0.0,1546.0
1997,0.0,0.0,2.0,20.0,0.0,75.0,0.0,0.0,910.0,0.0,7734.0,0,1421,4.0,319.0,0.0,1348.0
1998,0.0,,2.0,23.0,0.0,365.0,0.0,327.0,0.0,0.0,11.0,0,1421,4.0,319.0,0.0,1348.0
1999,0.0,0.0,2.0,61.0,0.0,2.0,0.0,17.0,695.0,28.0,6843.0,0,1422,6.0,1091.0,1.0,2125.0
2000,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5062.0,1,1423,5.0,1180.0,0.0,1753.0
2001,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7322.0,1,1423,5.0,1180.0,0.0,1645.0
2002,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7129.0,1,1423,5.0,1180.0,0.0,1645.0
2003,0.0,1.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,1891.0,1,1424,6.0,1092.0,1.0,1598.0
2004,2.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.0,1,1425,5.0,1173.0,1.0,1668.0
2005,0.0,0.0,2.0,18.0,0.0,0.0,0.0,578.0,0.0,0.0,559.0,1,1426,5.0,1181.0,0.0,613.0
2006,0.0,0.0,0.0,66.0,0.0,0.0,0.0,927.0,0.0,0.0,598.0,1,1427,4.0,330.0,0.0,1719.0
2007,2.0,1.0,2.0,39.0,,0.0,0.0,0.0,0.0,0.0,7820.0,1,1428,5.0,1174.0,1.0,1611.0
2008,0.0,0.0,2.0,21.0,0.0,0.0,864.0,0.0,812.0,0.0,4534.0,0,1429,5.0,1175.0,1.0,1323.0
2009,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7637.0,0,1429,6.0,1093.0,1.0,1323.0
2010,0.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,0,1430,,,,1539.0
2011,0.0,0.0,2.0,15.0,0.0,0.0,702.0,126.0,0.0,0.0,4575.0,0,1431,5.0,1182.0,0.0,1507.0
2012,2.0,0.0,2.0,,0.0,832.0,0.0,47.0,0.0,105.0,1735.0,1,1432,4.0,601.0,1.0,107.0
2013,0.0,0.0,2.0,13.0,0.0,475.0,210.0,61.0,1.0,7.0,2693.0,0,1433,5.0,1177.0,1.0,878.0
2014,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,1,1434,1.0,1696.0,1.0,1525.0
2015,0.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8105.0,0,1435,6.0,1094.0,0.0,1612.0
2016,0.0,0.0,2.0,45.0,0.0,1102.0,0.0,0.0,538.0,0.0,2902.0,0,1436,5.0,1183.0,0.0,94.0
2017,0.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,,467.0,0,1437,6.0,1095.0,0.0,549.0
2018,0.0,0.0,2.0,19.0,0.0,78.0,0.0,0.0,457.0,0.0,6546.0,0,1438,6.0,1096.0,0.0,120.0
2019,0.0,0.0,2.0,49.0,0.0,534.0,25.0,0.0,685.0,2.0,7876.0,0,1439,5.0,1178.0,1.0,437.0
2020,0.0,0.0,2.0,21.0,0.0,0.0,628.0,0.0,45.0,0.0,4486.0,1,1440,5.0,1180.0,1.0,1357.0
2021,0.0,0.0,2.0,18.0,0.0,0.0,336.0,998.0,0.0,0.0,3826.0,1,1441,5.0,1181.0,1.0,355.0
2022,2.0,1.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,6342.0,1,1442,5.0,1186.0,0.0,1842.0
2023,2.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6452.0,1,1443,5.0,1182.0,1.0,879.0
2024,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3909.0,1,1443,5.0,1182.0,1.0,879.0
2025,0.0,0.0,2.0,27.0,0.0,0.0,0.0,6.0,610.0,22.0,61.0,0,1444,6.0,1097.0,0.0,1370.0
2026,1.0,1.0,2.0,21.0,,0.0,0.0,0.0,0.0,0.0,1978.0,1,1445,1.0,1408.0,0.0,1646.0
2027,0.0,0.0,1.0,20.0,0.0,38.0,204.0,420.0,0.0,,8228.0,0,1446,5.0,1189.0,0.0,1273.0
2028,2.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3085.0,1,1447,5.0,1184.0,1.0,1164.0
2029,2.0,0.0,2.0,20.0,0.0,203.0,0.0,762.0,0.0,13.0,3457.0,0,1447,5.0,1184.0,1.0,1164.0
2030,0.0,0.0,2.0,24.0,0.0,336.0,0.0,7.0,357.0,0.0,6970.0,0,1448,5.0,1191.0,0.0,326.0
2031,0.0,0.0,2.0,41.0,0.0,2.0,0.0,461.0,1252.0,68.0,4572.0,0,1448,6.0,1100.0,0.0,326.0
2032,0.0,0.0,1.0,23.0,0.0,0.0,590.0,0.0,0.0,0.0,1031.0,1,1449,6.0,1095.0,1.0,113.0
2033,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8032.0,1,1450,6.0,1101.0,0.0,1172.0
2034,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3170.0,1,1451,6.0,1096.0,1.0,323.0
2035,2.0,1.0,2.0,53.0,0.0,0.0,0.0,0.0,,0.0,1827.0,1,1452,5.0,1193.0,0.0,447.0
2036,1.0,0.0,2.0,30.0,0.0,375.0,1209.0,0.0,1204.0,256.0,2740.0,0,1453,2.0,1597.0,1.0,574.0
2037,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,295.0,231.0,1929.0,0,1454,5.0,1185.0,1.0,1239.0
2038,1.0,0.0,2.0,31.0,0.0,46.0,978.0,0.0,746.0,825.0,7937.0,0,1455,1.0,1419.0,0.0,2036.0
2039,2.0,0.0,1.0,46.0,0.0,499.0,0.0,41.0,308.0,234.0,1682.0,0,1456,5.0,1186.0,1.0,1752.0
2040,2.0,0.0,2.0,20.0,0.0,731.0,59.0,31.0,12.0,0.0,6366.0,0,1456,5.0,1186.0,1.0,1752.0
2041,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4108.0,0,1457,6.0,1099.0,1.0,1095.0
2042,0.0,0.0,2.0,30.0,0.0,0.0,218.0,0.0,787.0,0.0,3745.0,0,1458,5.0,1195.0,0.0,2175.0
2043,0.0,0.0,0.0,24.0,0.0,0.0,350.0,0.0,200.0,63.0,6072.0,0,1459,5.0,1196.0,0.0,1004.0
2044,0.0,,2.0,34.0,0.0,0.0,0.0,0.0,515.0,0.0,5915.0,0,1460,6.0,1103.0,0.0,521.0
2045,0.0,0.0,,20.0,0.0,1025.0,0.0,387.0,0.0,76.0,336.0,0,1461,5.0,1188.0,1.0,129.0
2046,2.0,1.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,1,1462,5.0,1189.0,1.0,1842.0
2047,0.0,0.0,1.0,25.0,0.0,0.0,0.0,510.0,0.0,70.0,4589.0,0,1463,5.0,1197.0,0.0,1859.0
2048,0.0,1.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.0,0,1464,6.0,1101.0,1.0,180.0
2049,0.0,0.0,2.0,27.0,0.0,0.0,255.0,117.0,530.0,5.0,5844.0,1,1465,5.0,1199.0,0.0,446.0
2050,1.0,0.0,2.0,47.0,0.0,,32.0,0.0,1176.0,883.0,5771.0,0,1466,1.0,1430.0,0.0,2104.0
2051,1.0,0.0,0.0,26.0,0.0,26.0,1300.0,0.0,101.0,0.0,8461.0,1,1466,1.0,1430.0,0.0,2104.0
2052,1.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3268.0,1,1466,1.0,1430.0,0.0,2104.0
2053,1.0,0.0,0.0,42.0,0.0,0.0,775.0,0.0,1074.0,258.0,410.0,0,1466,1.0,1430.0,0.0,2104.0
2054,0.0,0.0,0.0,61.0,0.0,0.0,505.0,723.0,0.0,68.0,4403.0,1,1467,4.0,611.0,1.0,763.0
2055,2.0,0.0,2.0,29.0,0.0,950.0,751.0,47.0,0.0,0.0,3538.0,0,1468,5.0,1201.0,0.0,1623.0
2056,1.0,0.0,0.0,32.0,0.0,0.0,983.0,13.0,764.0,,7358.0,1,1469,3.0,1541.0,1.0,1973.0
2057,2.0,0.0,2.0,51.0,0.0,1002.0,0.0,17.0,0.0,0.0,7317.0,0,1470,5.0,1202.0,0.0,1012.0
2058,2.0,0.0,2.0,43.0,0.0,1082.0,0.0,468.0,0.0,0.0,3577.0,0,1471,3.0,1552.0,1.0,224.0
2059,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7484.0,1,1472,1.0,1708.0,1.0,8.0
2060,0.0,0.0,2.0,31.0,0.0,0.0,0.0,181.0,496.0,0.0,1310.0,0,1473,4.0,619.0,1.0,2097.0
2061,0.0,0.0,1.0,13.0,0.0,0.0,14.0,690.0,0.0,72.0,2679.0,0,1474,5.0,1190.0,1.0,323.0
2062,0.0,0.0,2.0,20.0,0.0,451.0,0.0,219.0,0.0,0.0,553.0,0,1475,6.0,1103.0,1.0,907.0
2063,0.0,0.0,2.0,29.0,0.0,921.0,20.0,0.0,13.0,0.0,,0,1476,5.0,1191.0,1.0,
2064,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,0,1477,6.0,1104.0,1.0,967.0
2065,0.0,0.0,2.0,15.0,0.0,0.0,1045.0,0.0,342.0,0.0,495.0,1,1478,5.0,1192.0,1.0,1035.0
2066,0.0,0.0,2.0,50.0,0.0,0.0,5.0,0.0,1023.0,0.0,2511.0,0,1479,5.0,1204.0,0.0,1993.0
2067,1.0,0.0,0.0,41.0,1.0,0.0,1506.0,0.0,820.0,6.0,6393.0,1,1480,0.0,1009.0,1.0,1648.0
2068,1.0,0.0,2.0,43.0,0.0,2.0,1030.0,33.0,6.0,192.0,,1,1480,0.0,1009.0,1.0,
2069,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3492.0,1,1480,0.0,1009.0,1.0,1648.0
2070,1.0,0.0,,36.0,0.0,0.0,1155.0,0.0,571.0,72.0,6495.0,0,1480,0.0,1009.0,1.0,1062.0
2071,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5565.0,1,1481,,,,2202.0
2072,0.0,0.0,2.0,47.0,0.0,0.0,0.0,708.0,0.0,2.0,6460.0,1,1482,6.0,1106.0,1.0,1.0
